method,game,bin,mean,std,seeds,sem,agent_steps
DreamerV3,amidar,14.0,96.4126984126984,32.94837852638983,5,14.734962826680402,72500.0
DreamerV3,amidar,15.0,101.0142857142857,31.231409890026107,5,13.96711110945152,77500.0
DreamerV3,amidar,16.0,107.74357142857143,29.84664720684378,5,13.347826410991383,82500.0
DreamerV3,amidar,17.0,108.84285714285716,28.618570236094552,5,12.798613693351925,87500.0
DreamerV3,amidar,18.0,110.55714285714285,33.823989192553256,5,15.12654782095346,92500.0
DreamerV3,amidar,19.0,107.0968253968254,23.36149930517817,5,10.447580100538499,97500.0
DreamerV3,assault,0.0,243.75,25.06311477494811,5,11.208565672932664,2500.0
DreamerV3,assault,1.0,241.275,42.06156202520301,5,18.81050238563553,7500.0
DreamerV3,assault,2.0,413.945,53.97574223667516,5,24.138685755442438,12500.0
DreamerV3,assault,3.0,421.505,62.668279456196984,5,28.026106579402,17500.0
DreamerV3,assault,4.0,472.78999999999996,59.097466104732455,5,26.429190301634293,22500.0
DreamerV3,assault,5.0,452.62333333333333,136.78145362422333,5,61.170525672999666,27500.0
DreamerV3,assault,6.0,458.38,101.77562085293313,5,45.515441335880716,32500.0
DreamerV3,assault,7.0,464.625,116.45181675268103,5,52.07883567246871,37500.0
DreamerV3,assault,8.0,474.09,69.55575461455365,5,31.10627910888733,42500.0
DreamerV3,assault,9.0,535.76,86.60939902805008,5,38.732900743424835,47500.0
DreamerV3,assault,10.0,575.0266666666666,20.146427860927513,5,9.00975644016592,52500.0
DreamerV3,assault,11.0,517.8,31.464265445104537,5,14.071247279470285,57500.0
DreamerV3,assault,12.0,590.13,33.72012752051807,5,15.080099469167967,62500.0
DreamerV3,assault,13.0,608.96,49.4419659803289,5,22.11111937464949,67500.0
DreamerV3,assault,14.0,584.2,89.4739068108686,5,40.013947568316716,72500.0
DreamerV3,assault,15.0,606.6566666666666,52.96481221842794,5,23.68658410718326,77500.0
DreamerV3,assault,16.0,641.98,60.744810477932994,5,27.165905101799932,82500.0
DreamerV3,assault,17.0,607.11,72.34492380257237,5,32.35363348991888,87500.0
DreamerV3,assault,18.0,608.0457142857142,88.24482027928012,5,39.464283361344464,92500.0
DreamerV3,assault,19.0,617.24,66.15400970462787,5,29.584972536745738,97500.0
DreamerV3,asterix,0.0,256.11111111111114,23.114425780216568,5,10.337085461087572,2500.0
DreamerV3,asterix,1.0,271.5535161432994,56.26660783286618,5,25.16319199552218,7500.0
DreamerV3,asterix,2.0,272.5238095238095,122.67931944505209,5,54.863859542509644,12500.0
DreamerV3,asterix,3.0,346.8333333333333,132.1866709325196,5,59.11567638490187,17500.0
DreamerV3,asterix,4.0,317.88461538461536,61.19461899399206,5,27.367065585553206,22500.0
DreamerV3,asterix,5.0,311.5360918321445,54.903698553288905,5,24.55368043626217,27500.0
DreamerV3,asterix,6.0,331.69504643962847,48.14323924413379,5,21.530311121383747,32500.0
DreamerV3,asterix,7.0,327.5910364145658,60.15086177302402,5,26.900283165935043,37500.0
DreamerV3,asterix,8.0,347.48294189470664,48.51021694661862,5,21.694428539180304,42500.0
DreamerV3,asterix,9.0,382.5544871794872,80.53105750248642,5,36.01458377510081,47500.0
DreamerV3,asterix,10.0,355.81944444444446,129.84638953988366,5,58.0690707288195,52500.0
DreamerV3,asterix,11.0,382.7871148459384,96.02526274648902,5,42.94380301168552,57500.0
DreamerV3,asterix,12.0,403.0192307692308,53.91570790144683,5,24.11183758453153,62500.0
DreamerV3,asterix,13.0,458.9972527472528,100.97651174757006,5,45.158068879674545,67500.0
DreamerV3,asterix,14.0,477.7863247863248,100.34728873621731,5,44.876671794396174,72500.0
DreamerV3,asterix,15.0,477.69230769230774,93.4460061484104,5,41.79032439474179,77500.0
DreamerV3,asterix,16.0,473.1859317153435,120.190683187547,5,53.750907573899234,82500.0
DreamerV3,asterix,17.0,534.5904095904095,54.09155116364763,5,24.19047708206479,87500.0
DreamerV3,asterix,18.0,480.45094611271077,75.71860057905094,5,33.86238761118257,92500.0
DreamerV3,asterix,19.0,595.5811403508771,172.17048695824428,5,76.99698251157504,97500.0
DreamerV3,bank_heist,0.0,16.0,1.685083432011456,5,0.7535922203472522,2500.0
DreamerV3,bank_heist,1.0,16.244444444444447,4.176950272656702,5,1.8679889496593334,7500.0
DreamerV3,bank_heist,2.0,13.476190476190476,1.9985290792794645,5,0.8937693752557898,12500.0
DreamerV3,bank_heist,3.0,11.952380952380953,4.186686598158716,5,1.8723431667940469,17500.0
DreamerV3,bank_heist,4.0,17.626984126984127,5.0343991803471315,5,2.2514517586250817,22500.0
DreamerV3,bank_heist,5.0,15.678571428571427,4.719228409395475,5,2.110503104951298,27500.0
DreamerV3,bank_heist,6.0,16.91111111111111,5.6498729910339405,5,2.52670001443839,32500.0
DreamerV3,bank_heist,7.0,22.0,14.103412707568335,5,6.307237905771432,37500.0
DreamerV3,bank_heist,8.0,30.416666666666668,15.425422938756205,5,6.898458854548689,42500.0
DreamerV3,bank_heist,9.0,26.492063492063494,11.086196556719996,5,4.957897822550002,47500.0
DreamerV3,bank_heist,10.0,31.583333333333332,13.367144629858522,5,5.977968811486984,52500.0
DreamerV3,bank_heist,11.0,32.46428571428571,13.676986107311501,5,6.11653413265375,57500.0
DreamerV3,bank_heist,12.0,38.285714285714285,12.342502681748933,5,5.519735001772813,62500.0
DreamerV3,bank_heist,13.0,46.58730158730159,21.484183422094148,5,9.608018914575315,67500.0
DreamerV3,bank_heist,14.0,46.42857142857143,17.85223146744818,5,7.983760622254991,72500.0
DreamerV3,bank_heist,15.0,43.892857142857146,11.420477044255522,5,5.107392601286244,77500.0
DreamerV3,bank_heist,16.0,43.41666666666667,9.130610908124142,5,4.083333333333333,82500.0
DreamerV3,bank_heist,17.0,40.3952380952381,10.465709042374398,5,4.680407370296676,87500.0
DreamerV3,bank_heist,18.0,47.55555555555556,17.217909406225473,5,7.70008317255064,92500.0
DreamerV3,bank_heist,19.0,40.44444444444444,12.237364357562992,5,5.472715713788778,97500.0
DreamerV3,battle_zone,0.0,1653.3333333333333,707.7350414448113,5,316.50873254584576,2500.0
DreamerV3,battle_zone,1.0,1996.6666666666667,794.2851433137151,5,355.2151147935259,7500.0
DreamerV3,battle_zone,2.0,4110.0,2951.355620727533,5,1319.88635874457,12500.0
DreamerV3,battle_zone,3.0,3020.0,1661.216087355552,5,742.9184193286486,17500.0
DreamerV3,battle_zone,4.0,2783.3333333333335,2039.1991892243714,5,911.9576013536301,22500.0
DreamerV3,battle_zone,5.0,3046.666666666667,937.8906593462208,5,419.4374539520496,27500.0
DreamerV3,battle_zone,6.0,3700.0,1519.091468243071,5,679.3583574062939,32500.0
DreamerV3,battle_zone,7.0,3050.0,971.1104754638143,5,434.293807359846,37500.0
DreamerV3,battle_zone,8.0,2720.0,977.6957036260764,5,437.23881092347887,42500.0
DreamerV3,battle_zone,9.0,2966.666666666667,681.093891390085,5,304.59444804161774,47500.0
DreamerV3,battle_zone,10.0,4356.666666666667,2141.507776207118,5,957.7113923887043,52500.0
DreamerV3,battle_zone,11.0,4893.333333333334,2043.6079206475324,5,913.9292459849756,57500.0
DreamerV3,battle_zone,12.0,5066.666666666666,3012.935076927111,5,1347.4255287605156,62500.0
DreamerV3,battle_zone,13.0,4493.333333333333,2447.493048452277,5,1094.5521661594955,67500.0
DreamerV3,battle_zone,14.0,3916.6666666666665,1419.1155304938666,5,634.6477588219923,72500.0
DreamerV3,battle_zone,15.0,5000.0,2365.1109910530627,5,1057.7097900653089,77500.0
DreamerV3,battle_zone,16.0,6696.666666666667,2793.156318973613,5,1249.1374802016169,82500.0
DreamerV3,battle_zone,17.0,8416.666666666668,1806.6236157232331,5,807.9466429027214,87500.0
DreamerV3,battle_zone,18.0,9816.666666666666,3447.221103052912,5,1541.6441439796238,92500.0
DreamerV3,battle_zone,19.0,10866.666666666668,1192.569587999888,5,533.3333333333334,97500.0
DreamerV3,boxing,0.0,-3.0,8.551315688243536,5,3.824264635194589,2500.0
DreamerV3,boxing,1.0,-5.7333333333333325,9.65343922593854,5,4.317149265172305,7500.0
DreamerV3,boxing,2.0,3.666666666666667,10.69527413808963,5,4.783072002152776,12500.0
DreamerV3,boxing,3.0,14.866666666666665,16.91252001723378,5,7.56350888587213,17500.0
DreamerV3,boxing,4.0,25.0,13.258121200900895,5,5.92921205182911,22500.0
DreamerV3,boxing,5.0,36.2,20.550547437963786,5,9.190484209224232,27500.0
DreamerV3,boxing,6.0,33.11666666666666,21.266464210112595,5,9.510651922975626,32500.0
DreamerV3,boxing,7.0,37.3,12.356060141575155,5,5.525798082127544,37500.0
DreamerV3,boxing,8.0,44.333333333333336,11.135528725660043,5,4.979959839195493,42500.0
DreamerV3,boxing,9.0,50.04666666666667,6.6482913427269255,5,2.9732062753121515,47500.0
DreamerV3,boxing,10.0,57.57666666666667,10.92475273048421,5,4.8856979485478265,52500.0
DreamerV3,boxing,11.0,61.51666666666667,7.998784629901943,5,3.577165233968248,57500.0
DreamerV3,boxing,12.0,61.3,6.788879796320514,5,3.036079343129519,62500.0
DreamerV3,boxing,13.0,62.82333333333334,6.300811235247585,5,2.8178084470816036,67500.0
DreamerV3,boxing,14.0,65.37666666666667,13.149501469215057,5,5.880635831079645,72500.0
DreamerV3,boxing,15.0,64.33333333333334,12.51929067035704,5,5.598796993799451,77500.0
DreamerV3,boxing,16.0,70.06031746031746,9.096757401013834,5,4.068193584698249,82500.0
DreamerV3,boxing,17.0,70.32833333333333,13.189541837717066,5,5.898542428242571,87500.0
DreamerV3,boxing,18.0,71.07111111111111,8.910631741054692,5,3.9849556590931186,92500.0
DreamerV3,boxing,19.0,70.84507936507937,7.109603156441014,5,3.1795111901698356,97500.0
DreamerV3,breakout,0.0,1.445872166480862,0.28358073436392944,5,0.12682115982941136,2500.0
DreamerV3,breakout,1.0,1.5327316017316017,0.41207323229654563,5,0.18428475182462756,7500.0
DreamerV3,breakout,2.0,1.5222222222222221,0.7517058789147932,5,0.3361730888679407,12500.0
DreamerV3,breakout,3.0,2.260553613053613,0.6801894659528644,5,0.3041899766899767,17500.0
DreamerV3,breakout,4.0,2.912150072150072,1.0137877185553574,5,0.4533796506888408,22500.0
DreamerV3,breakout,5.0,3.254212454212454,1.0767021137720392,5,0.4815158235823984,27500.0
DreamerV3,breakout,6.0,3.5025563909774435,1.0999429008867452,5,0.49190941955021517,32500.0
DreamerV3,breakout,7.0,3.9134096553601196,2.379813483543685,5,1.0642849445948512,37500.0
DreamerV3,breakout,8.0,4.0992489373371725,1.4137047170378263,5,0.6322279694817369,42500.0
DreamerV3,breakout,9.0,5.111210407239819,1.124514337441586,5,0.5028981000385047,47500.0
DreamerV3,breakout,10.0,5.248149644473174,1.4470402946803802,5,0.6471360930173314,52500.0
DreamerV3,breakout,11.0,5.647420634920635,1.0736628856398567,5,0.48015663944186043,57500.0
DreamerV3,breakout,12.0,6.1573717948717945,1.6042908965959768,5,0.717460700094538,62500.0
DreamerV3,breakout,13.0,5.711288515406162,1.081111658898755,5,0.4834878321130363,67500.0
DreamerV3,breakout,14.0,6.420594111770582,0.7206551222024361,5,0.322286768315613,72500.0
DreamerV3,breakout,15.0,6.781904761904762,1.8120327218441759,5,0.810365668699509,77500.0
DreamerV3,breakout,16.0,6.808928571428572,1.949902699037643,5,0.8720229969116966,82500.0
DreamerV3,breakout,17.0,6.843974358974359,2.109351614609699,5,0.943330719743245,87500.0
DreamerV3,breakout,18.0,6.8581684981684985,1.8022407489150107,5,0.8059865652788188,92500.0
DreamerV3,breakout,19.0,7.26025641025641,1.7692748972571875,5,0.7912437882302055,97500.0
DreamerV3,chopper_command,0.0,971.6666666666667,110.17662587358942,5,49.27248499698162,2500.0
DreamerV3,chopper_command,1.0,792.5,223.18714120665643,5,99.81232388838563,7500.0
DreamerV3,chopper_command,2.0,616.0714285714287,61.39326227739674,5,27.45590156254653,12500.0
DreamerV3,chopper_command,3.0,654.0,138.7511261215562,5,62.051389992489284,17500.0
DreamerV3,chopper_command,4.0,708.452380952381,45.23496229752996,5,20.22969013138341,22500.0
DreamerV3,chopper_command,5.0,638.952380952381,105.48043633290295,5,47.17228518734193,27500.0
DreamerV3,chopper_command,6.0,789.3333333333334,202.4103024936121,5,90.52063914440237,32500.0
DreamerV3,chopper_command,7.0,879.2380952380952,244.84934513708413,5,109.49995599456552,37500.0
DreamerV3,chopper_command,8.0,866.1904761904761,214.84319019201445,5,96.08079555445208,42500.0
DreamerV3,chopper_command,9.0,932.3809523809523,170.85850984217183,5,76.4102485082826,47500.0
DreamerV3,chopper_command,10.0,1147.1825396825398,253.32284061494235,5,113.28941837367114,52500.0
DreamerV3,chopper_command,11.0,1027.2222222222222,280.70952870569397,5,125.53711762357204,57500.0
DreamerV3,chopper_command,12.0,1047.6190476190475,141.02998185603272,5,63.07052525913022,62500.0
DreamerV3,chopper_command,13.0,1253.7142857142858,366.20307737313055,5,163.770994915187,67500.0
DreamerV3,chopper_command,14.0,1195.7936507936508,202.4267766359455,5,90.52800660482805,72500.0
DreamerV3,chopper_command,15.0,1239.404761904762,336.5997483504246,5,150.53198370417442,77500.0
DreamerV3,chopper_command,16.0,1154.753246753247,129.0064005179566,5,57.693416218143,82500.0
DreamerV3,chopper_command,17.0,1310.3030303030305,94.66110638152507,5,42.33373373888584,87500.0
DreamerV3,chopper_command,18.0,1270.6666666666665,178.9731513073648,5,80.0392264941246,92500.0
DreamerV3,chopper_command,19.0,1383.3736263736264,323.4180181542949,5,144.63693474825288,97500.0
DreamerV3,crazy_climber,0.0,9400.0,2388.5141824992374,5,1068.1760154581266,2500.0
DreamerV3,crazy_climber,1.0,6060.0,1745.8522274236157,5,780.7688518377254,7500.0
DreamerV3,crazy_climber,2.0,13360.0,3207.491231476713,5,1434.4336861632887,12500.0
DreamerV3,crazy_climber,3.0,24140.0,3884.971042363122,5,1737.4118682684311,17500.0
DreamerV3,crazy_climber,4.0,25330.0,4535.912256646947,5,2028.521629167409,22500.0
DreamerV3,crazy_climber,5.0,31090.0,12664.043588048802,5,5663.532466579492,27500.0
DreamerV3,crazy_climber,6.0,44990.0,16657.2206565201,5,7449.335540838524,32500.0
DreamerV3,crazy_climber,7.0,39910.0,17843.500217165914,5,7979.855888423049,37500.0
DreamerV3,crazy_climber,8.0,57910.0,18022.291752160712,5,8059.813893633029,42500.0
DreamerV3,crazy_climber,9.0,59930.0,18515.925577729027,5,8280.573651625833,47500.0
DreamerV3,crazy_climber,10.0,74210.0,24380.38145722909,5,10903.238051147924,52500.0
DreamerV3,crazy_climber,11.0,56990.0,24897.776005097327,5,11134.623927192153,57500.0
DreamerV3,crazy_climber,12.0,74860.0,35241.49542797524,5,15760.475881140137,62500.0
DreamerV3,crazy_climber,13.0,77490.0,15092.647216442849,5,6749.637027277838,67500.0
DreamerV3,crazy_climber,14.0,68750.0,19917.07809895819,5,8907.188108488559,72500.0
DreamerV3,crazy_climber,15.0,74860.0,21763.110990848712,5,9732.759115482104,77500.0
DreamerV3,crazy_climber,16.0,56400.0,17248.913009230466,5,7713.948405323956,82500.0
DreamerV3,crazy_climber,17.0,75270.0,22939.80165563774,5,10258.991178473641,87500.0
DreamerV3,crazy_climber,18.0,55710.0,24573.395166317576,5,10989.55640597017,92500.0
DreamerV3,crazy_climber,19.0,61416.66666666667,17273.719602010704,5,7725.042250873309,97500.0
DreamerV3,demon_attack,0.0,136.98333333333332,6.390205178413468,5,2.857786633820737,2500.0
DreamerV3,demon_attack,1.0,120.625,15.326311798124602,4,7.663155899062301,7500.0
DreamerV3,demon_attack,2.0,222.55,94.1956739983318,5,42.12558604933586,12500.0
DreamerV3,demon_attack,3.0,354.25,338.1586166283509,5,151.22913079165667,17500.0
DreamerV3,demon_attack,4.0,294.33333333333337,225.09442463108678,5,100.66528696626261,22500.0
DreamerV3,demon_attack,5.0,361.93333333333334,162.59892715239886,5,72.71645083626002,27500.0
DreamerV3,demon_attack,6.0,379.26666666666665,200.0542148740908,5,89.46696472876332,32500.0
DreamerV3,demon_attack,7.0,234.53333333333336,45.90632823720737,5,20.529934107162752,37500.0
DreamerV3,demon_attack,8.0,272.9666666666667,43.50804523303708,5,19.457389341841317,42500.0
DreamerV3,demon_attack,9.0,351.91666666666663,138.1730999708538,5,61.792888839340655,47500.0
DreamerV3,demon_attack,10.0,263.96666666666664,63.456639832951204,5,28.378672058039957,52500.0
DreamerV3,demon_attack,11.0,180.34404761904761,47.182712304609,5,21.100750415184297,57500.0
DreamerV3,demon_attack,12.0,228.85,46.84135459185612,5,20.948090605112437,62500.0
DreamerV3,demon_attack,13.0,390.225,319.4508031371967,5,142.86274225633497,67500.0
DreamerV3,demon_attack,14.0,274.34761904761905,74.50413478306584,5,33.31926199594835,72500.0
DreamerV3,demon_attack,15.0,224.1,58.36327802841632,5,26.100851412251757,77500.0
DreamerV3,demon_attack,16.0,246.65714285714284,116.13299905447958,5,51.93625606334703,82500.0
DreamerV3,demon_attack,17.0,298.2333333333333,156.07857707649126,5,69.80046163489497,87500.0
DreamerV3,demon_attack,18.0,248.34761904761905,39.56761628533365,5,17.69517594432675,92500.0
DreamerV3,demon_attack,19.0,241.1,59.70885380094163,5,26.702611191500438,97500.0
DreamerV3,freeway,0.0,0.0,0.0,5,0.0,2500.0
DreamerV3,freeway,1.0,0.0,0.0,5,0.0,7500.0
DreamerV3,freeway,2.0,0.0,0.0,5,0.0,12500.0
DreamerV3,freeway,3.0,0.0,0.0,5,0.0,17500.0
DreamerV3,freeway,4.0,0.0,0.0,5,0.0,22500.0
DreamerV3,freeway,5.0,0.0,0.0,5,0.0,27500.0
DreamerV3,freeway,6.0,0.0,0.0,5,0.0,32500.0
DreamerV3,freeway,7.0,0.0,0.0,5,0.0,37500.0
DreamerV3,freeway,8.0,0.0,0.0,5,0.0,42500.0
DreamerV3,freeway,9.0,0.0,0.0,5,0.0,47500.0
DreamerV3,freeway,10.0,0.0,0.0,5,0.0,52500.0
DreamerV3,freeway,11.0,0.0,0.0,5,0.0,57500.0
DreamerV3,freeway,12.0,0.0,0.0,5,0.0,62500.0
DreamerV3,freeway,13.0,0.0,0.0,5,0.0,67500.0
DreamerV3,freeway,14.0,0.0,0.0,5,0.0,72500.0
DreamerV3,freeway,15.0,0.0,0.0,5,0.0,77500.0
DreamerV3,freeway,16.0,0.0,0.0,5,0.0,82500.0
DreamerV3,freeway,17.0,0.0,0.0,5,0.0,87500.0
DreamerV3,freeway,18.0,0.0,0.0,5,0.0,92500.0
DreamerV3,freeway,19.0,0.0,0.0,5,0.0,97500.0
DreamerV3,frostbite,0.0,76.25641025641025,8.067072748022888,5,3.607704608803042,2500.0
DreamerV3,frostbite,1.0,78.57948717948719,12.055394824670742,5,5.391336464712587,7500.0
DreamerV3,frostbite,2.0,148.97902097902096,6.1831215423292205,5,2.765176016358296,12500.0
DreamerV3,frostbite,3.0,156.58441558441558,44.59799700687428,5,19.94483059354061,17500.0
DreamerV3,frostbite,4.0,269.0959595959596,97.40976009151035,5,43.562969047312656,22500.0
DreamerV3,frostbite,5.0,470.4701298701299,335.20054821307764,5,149.90624237992745,27500.0
DreamerV3,frostbite,6.0,713.5896103896105,627.7283755946779,5,280.72866384704395,32500.0
DreamerV3,frostbite,7.0,892.4268398268399,811.1997486274945,5,362.7795562523639,37500.0
DreamerV3,frostbite,8.0,890.6,648.7889691807438,5,290.14724762803183,42500.0
DreamerV3,frostbite,9.0,1063.82683982684,800.5835659230859,5,358.0318550146408,47500.0
DreamerV3,frostbite,10.0,906.6095238095238,657.6387418174427,5,294.10498626824705,52500.0
DreamerV3,frostbite,11.0,1055.1904761904761,716.4189652618418,5,320.3923013391077,57500.0
DreamerV3,frostbite,12.0,1368.4,844.752343721059,5,377.7847329425111,62500.0
DreamerV3,frostbite,13.0,1437.4,793.1609896834032,5,354.71237800661976,67500.0
DreamerV3,frostbite,14.0,1521.7333333333333,804.6715479001355,5,359.8600561329362,72500.0
DreamerV3,frostbite,15.0,1465.5619047619048,861.2507972870993,5,385.1630656819691,77500.0
DreamerV3,frostbite,16.0,1715.9333333333332,1066.2373198412358,5,476.8358254624377,82500.0
DreamerV3,frostbite,17.0,2037.9,1081.28698780666,5,483.56624158433556,87500.0
DreamerV3,frostbite,18.0,2001.8666666666668,1013.2023106084106,5,453.11784829605244,92500.0
DreamerV3,frostbite,19.0,1910.0666666666668,970.1481101128609,5,433.8634244910616,97500.0
DreamerV3,gopher,0.0,288.6,95.706844060391,5,42.80140184620125,2500.0
DreamerV3,gopher,1.0,404.33333333333337,103.42898798477898,5,46.254849595594955,7500.0
DreamerV3,gopher,2.0,320.5333333333333,92.74385274627222,5,41.47631184717905,12500.0
DreamerV3,gopher,3.0,283.3333333333333,75.82875444051548,5,33.91164991562633,17500.0
DreamerV3,gopher,4.0,392.1333333333333,125.7196174915523,5,56.223522163276506,22500.0
DreamerV3,gopher,5.0,506.6,128.4632243095276,5,57.450500432981435,27500.0
DreamerV3,gopher,6.0,516.7333333333333,270.05867675171794,5,120.77391182609668,32500.0
DreamerV3,gopher,7.0,448.0666666666666,173.26575605763017,5,77.4868017435514,37500.0
DreamerV3,gopher,8.0,572.2,215.34205348700473,5,96.30389400226764,42500.0
DreamerV3,gopher,9.0,640.9333333333333,211.87921087261017,5,94.75526370603377,47500.0
DreamerV3,gopher,10.0,844.0,129.19945820319836,5,57.779754239698875,52500.0
DreamerV3,gopher,11.0,824.0,56.0223169817172,5,25.0539418056321,57500.0
DreamerV3,gopher,12.0,600.8666666666667,203.02813160304223,5,90.79694072183514,62500.0
DreamerV3,gopher,13.0,799.8,135.57359624941722,5,60.63035543356148,67500.0
DreamerV3,gopher,14.0,1091.8,558.8982018221208,5,249.94687435533177,72500.0
DreamerV3,gopher,15.0,989.8,385.02298632679066,5,172.1875140653352,77500.0
DreamerV3,gopher,16.0,974.2666666666667,258.90639664214984,5,115.78646054027406,82500.0
DreamerV3,gopher,17.0,816.7333333333333,204.70716211755322,5,91.54782599518376,87500.0
DreamerV3,gopher,18.0,1049.6666666666665,249.89275477470096,5,111.75543735218329,92500.0
DreamerV3,gopher,19.0,1028.7333333333333,307.65189563675517,5,137.5861104100911,97500.0
DreamerV3,hero,0.0,492.05952380952385,326.88791228729536,5,146.18871857947624,2500.0
DreamerV3,hero,1.0,290.3333333333333,56.652213546601246,5,25.335640113206967,7500.0
DreamerV3,hero,2.0,1562.5,816.4282304988942,5,365.1178044290789,12500.0
DreamerV3,hero,3.0,2794.5238095238096,193.3472615496606,5,86.46752401769449,17500.0
DreamerV3,hero,4.0,3275.925,390.30972877318857,5,174.55181716327104,22500.0
DreamerV3,hero,5.0,3068.95,45.59884595103386,5,20.39242384841055,27500.0
DreamerV3,hero,6.0,3114.1363636363635,378.4668690912989,5,169.25552930393167,32500.0
DreamerV3,hero,7.0,3371.8416666666662,249.8373748839209,5,111.73067071210914,37500.0
DreamerV3,hero,8.0,3285.075,539.3244715113412,5,241.19323604570155,42500.0
DreamerV3,hero,9.0,4911.555555555556,1648.2605656922776,5,737.124533904038,47500.0
DreamerV3,hero,10.0,5741.118686868687,1721.821160923977,5,770.0218321847234,52500.0
DreamerV3,hero,11.0,6085.6547619047615,1965.8263483840924,5,879.1442693894029,57500.0
DreamerV3,hero,12.0,6392.3452380952385,1845.988148058408,5,825.5509969435093,62500.0
DreamerV3,hero,13.0,7230.071428571429,620.5258312562304,5,277.50758809669895,67500.0
DreamerV3,hero,14.0,6550.101190476191,1178.6327277829741,5,527.100579965747,72500.0
DreamerV3,hero,15.0,7281.575,536.9228558415073,5,240.11920086698606,77500.0
DreamerV3,hero,16.0,7526.926190476191,26.883594180362294,5,12.022708813361566,82500.0
DreamerV3,hero,17.0,7750.7619047619055,429.63097654409836,5,192.1368137584443,87500.0
DreamerV3,hero,18.0,8003.25,746.225348275012,5,333.72212105527643,92500.0
DreamerV3,hero,19.0,8965.92857142857,2368.180848255756,5,1059.0826719425968,97500.0
DreamerV3,jamesbond,0.0,29.888888888888893,9.132089669314194,5,4.083994655442022,2500.0
DreamerV3,jamesbond,1.0,23.444444444444446,8.952894559172151,5,4.003856165939388,7500.0
DreamerV3,jamesbond,2.0,33.20454545454545,8.218195645603812,5,3.6752888231925787,12500.0
DreamerV3,jamesbond,3.0,35.22222222222222,23.21848422214939,5,10.383621811046472,17500.0
DreamerV3,jamesbond,4.0,91.0,26.076809620810597,5,11.661903789690601,22500.0
DreamerV3,jamesbond,5.0,84.66666666666666,18.760182420340275,5,8.389808632435477,27500.0
DreamerV3,jamesbond,6.0,130.9047619047619,47.65248825809843,5,21.310840608423725,32500.0
DreamerV3,jamesbond,7.0,145.55555555555557,60.69460335600859,5,27.143451794284413,37500.0
