method,game,seed,bin,return
Reborn + Harmony,assault,0,12,500.5
Reborn + Harmony,assault,0,13,427.0
Reborn + Harmony,assault,0,14,656.25
Reborn + Harmony,assault,0,15,609.0
Reborn + Harmony,assault,0,16,642.6
Reborn + Harmony,assault,0,17,511.0
Reborn + Harmony,assault,0,18,553.0
Reborn + Harmony,assault,0,19,661.5
Reborn + Harmony,asterix,0,0,291.6666666666667
Reborn + Harmony,asterix,0,1,234.375
Reborn + Harmony,asterix,0,2,185.2941176470588
Reborn + Harmony,asterix,0,3,238.46153846153845
Reborn + Harmony,asterix,0,4,194.11764705882354
Reborn + Harmony,asterix,0,5,231.25
Reborn + Harmony,asterix,0,6,228.125
Reborn + Harmony,asterix,0,7,258.8235294117647
Reborn + Harmony,asterix,0,8,352.94117647058823
Reborn + Harmony,asterix,0,9,400.0
Reborn + Harmony,asterix,0,10,392.85714285714283
Reborn + Harmony,asterix,0,11,492.3076923076923
Reborn + Harmony,asterix,0,12,373.3333333333333
Reborn + Harmony,asterix,0,13,368.75
Reborn + Harmony,asterix,0,14,572.7272727272727
Reborn + Harmony,asterix,0,15,488.46153846153845
Reborn + Harmony,asterix,0,16,442.3076923076923
Reborn + Harmony,asterix,0,17,478.57142857142856
Reborn + Harmony,asterix,0,18,561.5384615384615
Reborn + Harmony,asterix,0,19,486.6666666666667
Reborn + Harmony,bank_heist,0,0,17.77777777777778
Reborn + Harmony,bank_heist,0,1,7.2727272727272725
Reborn + Harmony,bank_heist,0,2,6.666666666666667
Reborn + Harmony,bank_heist,0,3,10.0
Reborn + Harmony,bank_heist,0,4,11.666666666666666
Reborn + Harmony,bank_heist,0,5,11.428571428571429
Reborn + Harmony,bank_heist,0,6,17.5
Reborn + Harmony,bank_heist,0,7,8.0
Reborn + Harmony,bank_heist,0,8,14.285714285714286
Reborn + Harmony,bank_heist,0,9,22.22222222222222
Reborn + Harmony,bank_heist,0,10,24.285714285714285
Reborn + Harmony,bank_heist,0,11,22.857142857142858
Reborn + Harmony,bank_heist,0,12,16.666666666666668
Reborn + Harmony,bank_heist,0,13,34.285714285714285
Reborn + Harmony,bank_heist,0,14,26.25
Reborn + Harmony,bank_heist,0,15,28.333333333333332
Reborn + Harmony,bank_heist,0,16,27.142857142857142
Reborn + Harmony,bank_heist,0,17,24.285714285714285
Reborn + Harmony,bank_heist,0,18,35.0
Reborn + Harmony,bank_heist,0,19,31.666666666666668
Reborn + Harmony,battle_zone,0,0,3000.0
Reborn + Harmony,battle_zone,0,1,3400.0
Reborn + Harmony,battle_zone,0,2,1000.0
Reborn + Harmony,battle_zone,0,3,2666.6666666666665
Reborn + Harmony,battle_zone,0,4,2750.0
Reborn + Harmony,battle_zone,0,5,2600.0
Reborn + Harmony,battle_zone,0,6,4000.0
Reborn + Harmony,battle_zone,0,7,5250.0
Reborn + Harmony,battle_zone,0,8,3750.0
Reborn + Harmony,battle_zone,0,9,4000.0
Reborn + Harmony,battle_zone,0,10,9200.0
Reborn + Harmony,battle_zone,0,11,14333.333333333334
Reborn + Harmony,battle_zone,0,12,10400.0
Reborn + Harmony,battle_zone,0,13,14333.333333333334
Reborn + Harmony,battle_zone,0,14,17666.666666666668
Reborn + Harmony,battle_zone,0,15,13750.0
Reborn + Harmony,battle_zone,0,16,18000.0
Reborn + Harmony,battle_zone,0,17,17000.0
Reborn + Harmony,battle_zone,0,18,14250.0
Reborn + Harmony,battle_zone,0,19,15750.0
Reborn + Harmony,boxing,0,0,-6.0
Reborn + Harmony,boxing,0,1,-8.666666666666666
Reborn + Harmony,boxing,0,2,-22.333333333333332
Reborn + Harmony,boxing,0,3,-0.3333333333333333
Reborn + Harmony,boxing,0,4,0.3333333333333333
Reborn + Harmony,boxing,0,5,-6.0
Reborn + Harmony,boxing,0,6,-18.333333333333332
Reborn + Harmony,boxing,0,7,6.333333333333333
Reborn + Harmony,boxing,0,8,1.3333333333333333
Reborn + Harmony,boxing,0,9,5.333333333333333
Reborn + Harmony,boxing,0,10,0.5
Reborn + Harmony,boxing,0,11,-4.666666666666667
Reborn + Harmony,boxing,0,12,-12.0
Reborn + Harmony,boxing,0,13,10.333333333333334
Reborn + Harmony,boxing,0,14,14.666666666666666
Reborn + Harmony,boxing,0,15,7.5
Reborn + Harmony,boxing,0,16,30.0
Reborn + Harmony,boxing,0,17,37.333333333333336
Reborn + Harmony,boxing,0,18,35.333333333333336
Reborn + Harmony,boxing,0,19,52.666666666666664
Reborn + Harmony,breakout,0,0,1.3076923076923077
Reborn + Harmony,breakout,0,1,1.434782608695652
Reborn + Harmony,breakout,0,2,1.4285714285714286
Reborn + Harmony,breakout,0,3,2.0588235294117645
Reborn + Harmony,breakout,0,4,2.3333333333333335
Reborn + Harmony,breakout,0,5,1.6923076923076923
Reborn + Harmony,breakout,0,6,4.823529411764706
Reborn + Harmony,breakout,0,7,5.117647058823529
Reborn + Harmony,breakout,0,8,4.555555555555555
Reborn + Harmony,breakout,0,9,4.294117647058823
Reborn + Harmony,breakout,0,10,5.5
Reborn + Harmony,breakout,0,11,5.3125
Reborn + Harmony,breakout,0,12,6.142857142857143
Reborn + Harmony,breakout,0,13,7.3076923076923075
Reborn + Harmony,breakout,0,14,5.266666666666667
Reborn + Harmony,breakout,0,15,5.866666666666666
Reborn + Harmony,breakout,0,16,5.533333333333333
Reborn + Harmony,breakout,0,17,6.923076923076923
Reborn + Harmony,breakout,0,18,7.076923076923077
Reborn + Harmony,breakout,0,19,6.6923076923076925
Reborn + Harmony,chopper_command,0,0,625.0
Reborn + Harmony,chopper_command,0,1,1000.0
Reborn + Harmony,chopper_command,0,2,477.77777777777777
Reborn + Harmony,chopper_command,0,3,650.0
Reborn + Harmony,chopper_command,0,4,470.0
Reborn + Harmony,chopper_command,0,5,660.0
Reborn + Harmony,chopper_command,0,6,1077.7777777777778
Reborn + Harmony,chopper_command,0,7,1100.0
Reborn + Harmony,chopper_command,0,8,1033.3333333333333
Reborn + Harmony,chopper_command,0,9,900.0
Reborn + Harmony,chopper_command,0,10,1044.4444444444443
Reborn + Harmony,chopper_command,0,11,981.8181818181819
Reborn + Harmony,chopper_command,0,12,992.3076923076923
Reborn + Harmony,chopper_command,0,13,1045.4545454545455
Reborn + Harmony,chopper_command,0,14,1045.4545454545455
Reborn + Harmony,chopper_command,0,15,1233.3333333333333
Reborn + Harmony,chopper_command,0,16,1275.0
Reborn + Harmony,chopper_command,0,17,1220.0
Reborn + Harmony,chopper_command,0,18,1309.090909090909
Reborn + Harmony,chopper_command,0,19,1385.7142857142858
Reborn + Harmony,crazy_climber,0,0,7400.0
Reborn + Harmony,crazy_climber,0,1,9850.0
Reborn + Harmony,crazy_climber,0,2,11000.0
Reborn + Harmony,crazy_climber,0,3,22900.0
Reborn + Harmony,crazy_climber,0,4,18100.0
Reborn + Harmony,crazy_climber,0,5,22950.0
Reborn + Harmony,crazy_climber,0,6,41500.0
Reborn + Harmony,crazy_climber,0,7,46400.0
Reborn + Harmony,crazy_climber,0,8,39200.0
Reborn + Harmony,crazy_climber,0,9,39100.0
Reborn + Harmony,crazy_climber,0,10,72300.0
Reborn + Harmony,crazy_climber,0,11,69700.0
Reborn + Harmony,crazy_climber,0,12,43700.0
Reborn + Harmony,crazy_climber,0,13,37200.0
Reborn + Harmony,crazy_climber,0,14,81950.0
Reborn + Harmony,crazy_climber,0,15,38200.0
Reborn + Harmony,crazy_climber,0,16,43400.0
Reborn + Harmony,crazy_climber,0,17,61550.0
Reborn + Harmony,crazy_climber,0,18,57050.0
Reborn + Harmony,crazy_climber,0,19,95500.0
Reborn + Harmony,demon_attack,0,0,148.33333333333334
Reborn + Harmony,demon_attack,0,1,242.5
Reborn + Harmony,demon_attack,0,2,176.25
Reborn + Harmony,demon_attack,0,3,266.0
Reborn + Harmony,demon_attack,0,4,214.28571428571428
Reborn + Harmony,demon_attack,0,5,193.0
Reborn + Harmony,demon_attack,0,6,246.25
Reborn + Harmony,demon_attack,0,7,196.0
Reborn + Harmony,demon_attack,0,8,161.25
Reborn + Harmony,demon_attack,0,9,140.0
Reborn + Harmony,demon_attack,0,10,255.0
Reborn + Harmony,demon_attack,0,11,163.125
Reborn + Harmony,demon_attack,0,12,150.0
Reborn + Harmony,demon_attack,0,13,143.57142857142858
Reborn + Harmony,demon_attack,0,14,320.0
Reborn + Harmony,demon_attack,0,15,246.66666666666666
Reborn + Harmony,demon_attack,0,16,228.0
Reborn + Harmony,demon_attack,0,17,235.83333333333334
Reborn + Harmony,demon_attack,0,18,256.0
Reborn + Harmony,demon_attack,0,19,225.0
Reborn + Harmony,freeway,0,0,0.0
Reborn + Harmony,freeway,0,1,0.0
Reborn + Harmony,freeway,0,2,0.0
Reborn + Harmony,freeway,0,3,0.0
Reborn + Harmony,freeway,0,4,0.0
Reborn + Harmony,freeway,0,5,0.0
Reborn + Harmony,freeway,0,6,0.0
Reborn + Harmony,freeway,0,7,0.0
Reborn + Harmony,freeway,0,8,0.0
Reborn + Harmony,freeway,0,9,0.0
Reborn + Harmony,freeway,0,10,0.0
Reborn + Harmony,freeway,0,11,0.0
Reborn + Harmony,freeway,0,12,0.0
Reborn + Harmony,freeway,0,13,0.0
Reborn + Harmony,freeway,0,14,0.0
Reborn + Harmony,freeway,0,15,0.0
Reborn + Harmony,freeway,0,16,0.0
Reborn + Harmony,freeway,0,17,0.0
Reborn + Harmony,freeway,0,18,0.0
Reborn + Harmony,freeway,0,19,0.0
Reborn + Harmony,frostbite,0,0,66.66666666666667
Reborn + Harmony,frostbite,0,1,88.46153846153847
Reborn + Harmony,frostbite,0,2,170.0
Reborn + Harmony,frostbite,0,3,202.0
Reborn + Harmony,frostbite,0,4,233.33333333333334
Reborn + Harmony,frostbite,0,5,243.33333333333334
Reborn + Harmony,frostbite,0,6,233.75
Reborn + Harmony,frostbite,0,7,242.5
Reborn + Harmony,frostbite,0,8,249.0
Reborn + Harmony,frostbite,0,9,253.33333333333334
Reborn + Harmony,frostbite,0,10,265.55555555555554
Reborn + Harmony,frostbite,0,11,275.55555555555554
Reborn + Harmony,frostbite,0,12,278.0
Reborn + Harmony,frostbite,0,13,426.25
Reborn + Harmony,frostbite,0,14,1116.6666666666667
Reborn + Harmony,frostbite,0,15,2742.0
Reborn + Harmony,frostbite,0,16,2182.0
Reborn + Harmony,frostbite,0,17,2486.0
Reborn + Harmony,frostbite,0,18,2028.0
Reborn + Harmony,frostbite,0,19,2528.0
Reborn + Harmony,gopher,0,0,315.0
Reborn + Harmony,gopher,0,1,520.0
Reborn + Harmony,gopher,0,2,273.3333333333333
Reborn + Harmony,gopher,0,3,320.0
Reborn + Harmony,gopher,0,4,352.0
Reborn + Harmony,gopher,0,5,313.3333333333333
Reborn + Harmony,gopher,0,6,380.0
Reborn + Harmony,gopher,0,7,253.33333333333334
Reborn + Harmony,gopher,0,8,585.0
Reborn + Harmony,gopher,0,9,346.6666666666667
Reborn + Harmony,gopher,0,10,524.0
Reborn + Harmony,gopher,0,11,745.0
Reborn + Harmony,gopher,0,12,566.6666666666666
Reborn + Harmony,gopher,0,13,660.0
Reborn + Harmony,gopher,0,14,920.0
Reborn + Harmony,gopher,0,15,815.0
Reborn + Harmony,gopher,0,16,736.0
Reborn + Harmony,gopher,0,17,985.0
Reborn + Harmony,gopher,0,18,1480.0
Reborn + Harmony,gopher,0,19,1290.0
Reborn + Harmony,hero,0,0,929.0
Reborn + Harmony,hero,0,1,18.75
Reborn + Harmony,hero,0,2,1900.0
Reborn + Harmony,hero,0,3,2702.5
Reborn + Harmony,hero,0,4,2820.0
Reborn + Harmony,hero,0,5,2905.8333333333335
Reborn + Harmony,hero,0,6,3585.8333333333335
Reborn + Harmony,hero,0,7,2896.4285714285716
Reborn + Harmony,hero,0,8,2915.0
Reborn + Harmony,hero,0,9,4497.5
Reborn + Harmony,hero,0,10,6605.714285714285
Reborn + Harmony,hero,0,11,7328.333333333333
Reborn + Harmony,hero,0,12,7478.571428571428
Reborn + Harmony,hero,0,13,7535.714285714285
Reborn + Harmony,hero,0,14,7556.666666666667
Reborn + Harmony,hero,0,15,7522.142857142857
Reborn + Harmony,hero,0,16,7488.0
Reborn + Harmony,hero,0,17,7538.0
Reborn + Harmony,hero,0,18,7563.333333333333
Reborn + Harmony,hero,0,19,7522.0
Reborn + Harmony,jamesbond,0,0,44.44444444444444
Reborn + Harmony,jamesbond,0,1,25.0
Reborn + Harmony,jamesbond,0,2,6.25
Reborn + Harmony,jamesbond,0,3,43.75
Reborn + Harmony,jamesbond,0,4,37.5
Reborn + Harmony,jamesbond,0,5,54.54545454545455
Reborn + Harmony,jamesbond,0,6,61.111111111111114
Reborn + Harmony,jamesbond,0,7,55.55555555555556
Reborn + Harmony,jamesbond,0,8,100.0
Reborn + Harmony,jamesbond,0,9,110.0
Reborn + Harmony,jamesbond,0,10,225.0
Reborn + Harmony,jamesbond,0,11,130.0
Reborn + Harmony,jamesbond,0,12,156.25
Reborn + Harmony,jamesbond,0,13,216.66666666666666
Reborn + Harmony,jamesbond,0,14,216.66666666666666
Reborn + Harmony,jamesbond,0,15,243.75
Reborn + Harmony,jamesbond,0,16,192.85714285714286
Reborn + Harmony,jamesbond,0,17,244.44444444444446
Reborn + Harmony,jamesbond,0,18,264.2857142857143
Reborn + Harmony,jamesbond,0,19,225.0
Reborn + Harmony,kangaroo,0,0,20.0
Reborn + Harmony,kangaroo,0,1,16.666666666666668
Reborn + Harmony,kangaroo,0,2,111.11111111111111
Reborn + Harmony,kangaroo,0,3,220.0
Reborn + Harmony,kangaroo,0,4,80.0
Reborn + Harmony,kangaroo,0,5,18.181818181818183
Reborn + Harmony,kangaroo,0,6,92.3076923076923
Reborn + Harmony,kangaroo,0,7,345.45454545454544
Reborn + Harmony,kangaroo,0,8,622.2222222222222
Reborn + Harmony,kangaroo,0,9,581.8181818181819
Reborn + Harmony,kangaroo,0,10,580.0
Reborn + Harmony,kangaroo,0,11,560.0
Reborn + Harmony,kangaroo,0,12,545.4545454545455
Reborn + Harmony,kangaroo,0,13,600.0
Reborn + Harmony,kangaroo,0,14,581.8181818181819
Reborn + Harmony,kangaroo,0,15,600.0
Reborn + Harmony,kangaroo,0,16,600.0
Reborn + Harmony,kangaroo,0,17,600.0
Reborn + Harmony,kangaroo,0,18,563.6363636363636
Reborn + Harmony,kangaroo,0,19,600.0
Reborn + Harmony,krull,0,0,2446.6666666666665
Reborn + Harmony,krull,0,1,1825.0
Reborn + Harmony,krull,0,2,2507.5
Reborn + Harmony,krull,0,3,2593.3333333333335
Reborn + Harmony,krull,0,4,4077.5
Reborn + Harmony,krull,0,5,4753.333333333333
Reborn + Harmony,krull,0,6,4142.5
Reborn + Harmony,krull,0,7,4935.0
Reborn + Harmony,krull,0,8,6050.0
Reborn + Harmony,krull,0,9,6352.5
Reborn + Harmony,krull,0,10,7282.5
Reborn + Harmony,krull,0,11,6763.333333333333
Reborn + Harmony,krull,0,12,7517.5
Reborn + Harmony,krull,0,13,7880.0
Reborn + Harmony,krull,0,14,8016.666666666667
Reborn + Harmony,krull,0,15,6387.5
Reborn + Harmony,krull,0,16,6973.333333333333
Reborn + Harmony,krull,0,17,8550.0
Reborn + Harmony,krull,0,18,10340.0
Reborn + Harmony,krull,0,19,10776.666666666666
Reborn + Harmony,kung_fu_master,0,0,525.0
Reborn + Harmony,kung_fu_master,0,1,583.3333333333334
Reborn + Harmony,kung_fu_master,0,2,1160.0
Reborn + Harmony,kung_fu_master,0,3,5500.0
Reborn + Harmony,kung_fu_master,0,4,12100.0
Reborn + Harmony,kung_fu_master,0,5,27200.0
Reborn + Harmony,kung_fu_master,0,6,36600.0
Reborn + Harmony,kung_fu_master,0,7,41800.0
Reborn + Harmony,kung_fu_master,0,8,20800.0
Reborn + Harmony,kung_fu_master,0,9,43600.0
Reborn + Harmony,kung_fu_master,0,10,26100.0
Reborn + Harmony,kung_fu_master,0,11,16100.0
Reborn + Harmony,kung_fu_master,0,12,18700.0
Reborn + Harmony,kung_fu_master,0,13,12000.0
Reborn + Harmony,kung_fu_master,0,14,20600.0
Reborn + Harmony,kung_fu_master,0,15,43200.0
Reborn + Harmony,kung_fu_master,0,16,21300.0
Reborn + Harmony,kung_fu_master,0,17,19400.0
Reborn + Harmony,kung_fu_master,0,18,52400.0
Reborn + Harmony,kung_fu_master,0,19,23100.0
Reborn + Harmony,ms_pacman,0,0,248.0
Reborn + Harmony,ms_pacman,0,1,316.0
Reborn + Harmony,ms_pacman,0,2,320.0
Reborn + Harmony,ms_pacman,0,3,253.33333333333334
Reborn + Harmony,ms_pacman,0,4,342.22222222222223
Reborn + Harmony,ms_pacman,0,5,653.3333333333334
Reborn + Harmony,ms_pacman,0,6,590.0
Reborn + Harmony,ms_pacman,0,7,618.8888888888889
Reborn + Harmony,ms_pacman,0,8,621.25
Reborn + Harmony,ms_pacman,0,9,658.8888888888889
Reborn + Harmony,ms_pacman,0,10,582.2222222222222
Reborn + Harmony,ms_pacman,0,11,775.0
Reborn + Harmony,ms_pacman,0,12,768.75
Reborn + Harmony,ms_pacman,0,13,657.5
Reborn + Harmony,ms_pacman,0,14,738.75
Reborn + Harmony,ms_pacman,0,15,844.2857142857143
Reborn + Harmony,ms_pacman,0,16,745.7142857142857
Reborn + Harmony,ms_pacman,0,17,987.1428571428571
Reborn + Harmony,ms_pacman,0,18,1044.2857142857142
Reborn + Harmony,ms_pacman,0,19,1171.4285714285713
Reborn + Harmony,pong,0,0,-20.4
Reborn + Harmony,pong,0,1,-20.0
Reborn + Harmony,pong,0,2,-20.666666666666668
Reborn + Harmony,pong,0,3,-21.0
Reborn + Harmony,pong,0,4,-20.5
Reborn + Harmony,pong,0,5,-20.6
Reborn + Harmony,pong,0,6,-20.5
Reborn + Harmony,pong,0,7,-15.333333333333334
Reborn + Harmony,pong,0,8,-15.5
Reborn + Harmony,pong,0,9,-13.5
Reborn + Harmony,pong,0,10,-13.0
Reborn + Harmony,pong,0,11,-11.0
Reborn + Harmony,pong,0,12,-14.0
Reborn + Harmony,pong,0,13,-11.5
Reborn + Harmony,pong,0,14,-10.0
Reborn + Harmony,pong,0,15,-11.0
Reborn + Harmony,pong,0,16,-5.5
Reborn + Harmony,pong,0,17,-3.0
Reborn + Harmony,pong,0,18,-5.0
Reborn + Harmony,pong,0,19,-2.0
Reborn + Harmony,private_eye,0,0,100.0
Reborn + Harmony,private_eye,0,1,-450.0
Reborn + Harmony,private_eye,0,2,1600.0
Reborn + Harmony,private_eye,0,3,1902.0
Reborn + Harmony,private_eye,0,4,1582.0
Reborn + Harmony,private_eye,0,5,2071.5
Reborn + Harmony,private_eye,0,6,4264.0
Reborn + Harmony,private_eye,0,7,1945.5
Reborn + Harmony,private_eye,0,8,1893.0
Reborn + Harmony,private_eye,0,9,50.0
Reborn + Harmony,private_eye,0,10,2020.5
Reborn + Harmony,private_eye,0,11,-262.5
Reborn + Harmony,private_eye,0,12,4000.0
Reborn + Harmony,private_eye,0,13,4100.0
Reborn + Harmony,private_eye,0,14,2000.0
Reborn + Harmony,private_eye,0,15,4300.0
Reborn + Harmony,private_eye,0,16,3817.0
Reborn + Harmony,private_eye,0,17,3194.0
Reborn + Harmony,private_eye,0,18,1958.5
Reborn + Harmony,private_eye,0,19,3864.5
Reborn + Harmony,qbert,0,0,121.66666666666667
Reborn + Harmony,qbert,0,1,89.0625
Reborn + Harmony,qbert,0,2,217.1875
Reborn + Harmony,qbert,0,3,305.0
Reborn + Harmony,qbert,0,4,328.125
Reborn + Harmony,qbert,0,5,319.11764705882354
Reborn + Harmony,qbert,0,6,350.0
Reborn + Harmony,qbert,0,7,378.84615384615387
Reborn + Harmony,qbert,0,8,376.9230769230769
Reborn + Harmony,qbert,0,9,398.0769230769231
Reborn + Harmony,qbert,0,10,398.0769230769231
Reborn + Harmony,qbert,0,11,407.6923076923077
Reborn + Harmony,qbert,0,12,425.0
Reborn + Harmony,qbert,0,13,420.8333333333333
Reborn + Harmony,qbert,0,14,431.25
Reborn + Harmony,qbert,0,15,414.5833333333333
Reborn + Harmony,qbert,0,16,459.09090909090907
Reborn + Harmony,qbert,0,17,438.46153846153845
Reborn + Harmony,qbert,0,18,515.9090909090909
Reborn + Harmony,qbert,0,19,475.0
Reborn + Harmony,road_runner,0,0,15.384615384615385
Reborn + Harmony,road_runner,0,1,284.61538461538464
Reborn + Harmony,road_runner,0,2,700.0
Reborn + Harmony,road_runner,0,3,1066.6666666666667
Reborn + Harmony,road_runner,0,4,966.6666666666666
Reborn + Harmony,road_runner,0,5,966.6666666666666
Reborn + Harmony,road_runner,0,6,940.0
Reborn + Harmony,road_runner,0,7,916.6666666666666
Reborn + Harmony,road_runner,0,8,900.0
Reborn + Harmony,road_runner,0,9,950.0
Reborn + Harmony,road_runner,0,10,1814.2857142857142
Reborn + Harmony,road_runner,0,11,1680.0
Reborn + Harmony,road_runner,0,12,2575.0
Reborn + Harmony,road_runner,0,13,6128.571428571428
Reborn + Harmony,road_runner,0,14,6100.0
Reborn + Harmony,road_runner,0,15,7442.857142857143
Reborn + Harmony,road_runner,0,16,14020.0
Reborn + Harmony,road_runner,0,17,12120.0
Reborn + Harmony,road_runner,0,18,14040.0
Reborn + Harmony,road_runner,0,19,15600.0
Reborn + Harmony,seaquest,0,0,40.0
Reborn + Harmony,seaquest,0,1,68.88888888888889
Reborn + Harmony,seaquest,0,2,228.0
Reborn + Harmony,seaquest,0,3,280.0
Reborn + Harmony,seaquest,0,4,174.28571428571428
Reborn + Harmony,seaquest,0,5,240.0
Reborn + Harmony,seaquest,0,6,150.0
Reborn + Harmony,seaquest,0,7,260.0
Reborn + Harmony,seaquest,0,8,288.0
Reborn + Harmony,seaquest,0,9,296.6666666666667
Reborn + Harmony,seaquest,0,10,328.0
Reborn + Harmony,seaquest,0,11,236.0
Reborn + Harmony,seaquest,0,12,316.0
Reborn + Harmony,seaquest,0,13,246.66666666666666
Reborn + Harmony,seaquest,0,14,253.33333333333334
Reborn + Harmony,seaquest,0,15,272.0
Reborn + Harmony,seaquest,0,16,400.0
Reborn + Harmony,seaquest,0,17,332.0
Reborn + Harmony,seaquest,0,18,340.0
Reborn + Harmony,seaquest,0,19,268.57142857142856
Reborn + Harmony,up_n_down,0,0,454.44444444444446
Reborn + Harmony,up_n_down,0,1,1607.5
Reborn + Harmony,up_n_down,0,2,1375.0
Reborn + Harmony,up_n_down,0,3,1915.5555555555557
Reborn + Harmony,up_n_down,0,4,2485.5555555555557
Reborn + Harmony,up_n_down,0,5,2688.75
Reborn + Harmony,up_n_down,0,6,2992.8571428571427
Reborn + Harmony,up_n_down,0,7,2761.4285714285716
Reborn + Harmony,up_n_down,0,8,5825.0
Reborn + Harmony,up_n_down,0,9,3834.0
Reborn + Harmony,up_n_down,0,10,3785.0
Reborn + Harmony,up_n_down,0,11,5220.0
Reborn + Harmony,up_n_down,0,12,34910.0
Reborn + Harmony,up_n_down,0,14,60540.0
Reborn + Harmony,up_n_down,0,19,242470.0
