method,game,seed,agent_steps,return
Constraint suite (seed 0; training episodes),frostbite,0,33098,210.0
Constraint suite (seed 0; training episodes),frostbite,0,33543,210.0
Constraint suite (seed 0; training episodes),frostbite,0,33948,200.0
Constraint suite (seed 0; training episodes),frostbite,0,34385,190.0
Constraint suite (seed 0; training episodes),frostbite,0,34666,60.0
Constraint suite (seed 0; training episodes),frostbite,0,35113,200.0
Constraint suite (seed 0; training episodes),frostbite,0,35446,120.0
Constraint suite (seed 0; training episodes),frostbite,0,35880,180.0
Constraint suite (seed 0; training episodes),frostbite,0,36320,200.0
Constraint suite (seed 0; training episodes),frostbite,0,36657,120.0
Constraint suite (seed 0; training episodes),frostbite,0,37006,140.0
Constraint suite (seed 0; training episodes),frostbite,0,37382,160.0
Constraint suite (seed 0; training episodes),frostbite,0,37858,220.0
Constraint suite (seed 0; training episodes),frostbite,0,38354,220.0
Constraint suite (seed 0; training episodes),frostbite,0,38868,240.0
Constraint suite (seed 0; training episodes),frostbite,0,39362,220.0
Constraint suite (seed 0; training episodes),frostbite,0,39726,150.0
Constraint suite (seed 0; training episodes),frostbite,0,40239,260.0
Constraint suite (seed 0; training episodes),frostbite,0,40780,240.0
Constraint suite (seed 0; training episodes),frostbite,0,41350,250.0
Constraint suite (seed 0; training episodes),frostbite,0,41916,260.0
Constraint suite (seed 0; training episodes),frostbite,0,42443,260.0
Constraint suite (seed 0; training episodes),frostbite,0,42999,260.0
Constraint suite (seed 0; training episodes),frostbite,0,43561,260.0
Constraint suite (seed 0; training episodes),frostbite,0,44058,220.0
Constraint suite (seed 0; training episodes),frostbite,0,44502,220.0
Constraint suite (seed 0; training episodes),frostbite,0,44967,230.0
Constraint suite (seed 0; training episodes),frostbite,0,45673,970.0
Constraint suite (seed 0; training episodes),frostbite,0,46601,1810.0
Constraint suite (seed 0; training episodes),frostbite,0,47582,1440.0
Constraint suite (seed 0; training episodes),frostbite,0,48290,1000.0
Constraint suite (seed 0; training episodes),frostbite,0,49018,910.0
Constraint suite (seed 0; training episodes),frostbite,0,49725,1130.0
Constraint suite (seed 0; training episodes),frostbite,0,50339,790.0
Constraint suite (seed 0; training episodes),frostbite,0,51288,1210.0
Constraint suite (seed 0; training episodes),frostbite,0,52230,1840.0
Constraint suite (seed 0; training episodes),frostbite,0,52640,220.0
Constraint suite (seed 0; training episodes),frostbite,0,53338,1250.0
Constraint suite (seed 0; training episodes),frostbite,0,54462,2480.0
Constraint suite (seed 0; training episodes),frostbite,0,55299,1230.0
Constraint suite (seed 0; training episodes),frostbite,0,56209,1280.0
Constraint suite (seed 0; training episodes),frostbite,0,57051,1020.0
Constraint suite (seed 0; training episodes),frostbite,0,57957,2290.0
Constraint suite (seed 0; training episodes),frostbite,0,58974,2220.0
Constraint suite (seed 0; training episodes),frostbite,0,59864,950.0
Constraint suite (seed 0; training episodes),frostbite,0,60289,90.0
Constraint suite (seed 0; training episodes),frostbite,0,60799,210.0
Constraint suite (seed 0; training episodes),frostbite,0,61703,1360.0
Constraint suite (seed 0; training episodes),frostbite,0,62635,1670.0
Constraint suite (seed 0; training episodes),frostbite,0,63578,2330.0
Constraint suite (seed 0; training episodes),frostbite,0,64409,1030.0
Constraint suite (seed 0; training episodes),frostbite,0,65420,1720.0
Constraint suite (seed 0; training episodes),frostbite,0,66548,2480.0
Constraint suite (seed 0; training episodes),frostbite,0,67429,1690.0
Constraint suite (seed 0; training episodes),frostbite,0,68480,2080.0
Constraint suite (seed 0; training episodes),frostbite,0,69390,2320.0
Constraint suite (seed 0; training episodes),frostbite,0,70372,2110.0
Constraint suite (seed 0; training episodes),frostbite,0,71558,3000.0
Constraint suite (seed 0; training episodes),frostbite,0,72455,1970.0
Constraint suite (seed 0; training episodes),frostbite,0,73545,2140.0
Constraint suite (seed 0; training episodes),frostbite,0,74475,1870.0
Constraint suite (seed 0; training episodes),frostbite,0,75369,2230.0
Constraint suite (seed 0; training episodes),frostbite,0,76363,2520.0
Constraint suite (seed 0; training episodes),frostbite,0,77393,2310.0
Constraint suite (seed 0; training episodes),frostbite,0,78440,3250.0
Constraint suite (seed 0; training episodes),frostbite,0,79295,1650.0
Constraint suite (seed 0; training episodes),frostbite,0,80457,3360.0
Constraint suite (seed 0; training episodes),frostbite,0,81570,3240.0
Constraint suite (seed 0; training episodes),frostbite,0,82427,2280.0
Constraint suite (seed 0; training episodes),frostbite,0,83425,3090.0
Constraint suite (seed 0; training episodes),frostbite,0,84367,1620.0
Constraint suite (seed 0; training episodes),frostbite,0,85400,1900.0
Constraint suite (seed 0; training episodes),frostbite,0,86253,1920.0
Constraint suite (seed 0; training episodes),frostbite,0,87229,2340.0
Constraint suite (seed 0; training episodes),frostbite,0,88071,1700.0
Constraint suite (seed 0; training episodes),frostbite,0,89214,3330.0
Constraint suite (seed 0; training episodes),frostbite,0,90298,2680.0
Constraint suite (seed 0; training episodes),frostbite,0,91307,2550.0
Constraint suite (seed 0; training episodes),frostbite,0,92331,2400.0
Constraint suite (seed 0; training episodes),frostbite,0,93401,2680.0
Constraint suite (seed 0; training episodes),frostbite,0,94319,2360.0
Constraint suite (seed 0; training episodes),frostbite,0,95507,2780.0
Constraint suite (seed 0; training episodes),frostbite,0,96427,2180.0
Constraint suite (seed 0; training episodes),frostbite,0,97446,2000.0
Constraint suite (seed 0; training episodes),frostbite,0,98324,1790.0
Constraint suite (seed 0; training episodes),frostbite,0,99368,3420.0
Constraint suite (seed 0; training episodes),frostbite,0,100654,2770.0
Constraint suite (seed 0; training episodes),frostbite,0,101813,2960.0
Constraint suite (seed 0; training episodes),frostbite,0,103055,3120.0
Constraint suite (seed 0; training episodes),frostbite,0,104128,3930.0
Constraint suite (seed 0; training episodes),frostbite,0,105219,3310.0
Constraint suite (seed 0; training episodes),frostbite,0,106201,2400.0
Constraint suite (seed 0; training episodes),frostbite,0,107267,2980.0
Constraint suite (seed 0; training episodes),frostbite,0,108197,1980.0
Constraint suite (seed 0; training episodes),frostbite,0,109250,3110.0
Constraint suite (seed 0; training episodes),gopher,0,1371,720.0
Constraint suite (seed 0; training episodes),gopher,0,2418,180.0
Constraint suite (seed 0; training episodes),gopher,0,3170,140.0
Constraint suite (seed 0; training episodes),gopher,0,4938,1060.0
Constraint suite (seed 0; training episodes),gopher,0,5845,180.0
Constraint suite (seed 0; training episodes),gopher,0,6833,240.0
Constraint suite (seed 0; training episodes),gopher,0,7998,440.0
Constraint suite (seed 0; training episodes),gopher,0,9202,420.0
Constraint suite (seed 0; training episodes),gopher,0,10412,720.0
Constraint suite (seed 0; training episodes),gopher,0,11147,200.0
Constraint suite (seed 0; training episodes),gopher,0,11641,80.0
Constraint suite (seed 0; training episodes),gopher,0,12396,180.0
Constraint suite (seed 0; training episodes),gopher,0,13222,160.0
Constraint suite (seed 0; training episodes),gopher,0,14527,1060.0
Constraint suite (seed 0; training episodes),gopher,0,15582,520.0
Constraint suite (seed 0; training episodes),gopher,0,16406,300.0
Constraint suite (seed 0; training episodes),gopher,0,17152,160.0
Constraint suite (seed 0; training episodes),gopher,0,17926,180.0
Constraint suite (seed 0; training episodes),gopher,0,18932,900.0
Constraint suite (seed 0; training episodes),gopher,0,19597,100.0
Constraint suite (seed 0; training episodes),gopher,0,20888,400.0
Constraint suite (seed 0; training episodes),gopher,0,21635,240.0
Constraint suite (seed 0; training episodes),gopher,0,22318,160.0
Constraint suite (seed 0; training episodes),gopher,0,23151,280.0
Constraint suite (seed 0; training episodes),gopher,0,24729,840.0
Constraint suite (seed 0; training episodes),gopher,0,25485,160.0
Constraint suite (seed 0; training episodes),gopher,0,26361,280.0
Constraint suite (seed 0; training episodes),gopher,0,27408,520.0
Constraint suite (seed 0; training episodes),gopher,0,28598,720.0
Constraint suite (seed 0; training episodes),gopher,0,29448,560.0
Constraint suite (seed 0; training episodes),gopher,0,30725,460.0
Constraint suite (seed 0; training episodes),gopher,0,31568,280.0
Constraint suite (seed 0; training episodes),gopher,0,32464,520.0
Constraint suite (seed 0; training episodes),gopher,0,33098,80.0
Constraint suite (seed 0; training episodes),gopher,0,34376,740.0
Constraint suite (seed 0; training episodes),gopher,0,35713,1160.0
Constraint suite (seed 0; training episodes),gopher,0,37173,720.0
Constraint suite (seed 0; training episodes),gopher,0,38041,560.0
Constraint suite (seed 0; training episodes),gopher,0,39066,660.0
Constraint suite (seed 0; training episodes),gopher,0,39754,300.0
Constraint suite (seed 0; training episodes),gopher,0,41214,920.0
Constraint suite (seed 0; training episodes),gopher,0,42065,520.0
Constraint suite (seed 0; training episodes),gopher,0,43018,420.0
Constraint suite (seed 0; training episodes),gopher,0,43862,160.0
Constraint suite (seed 0; training episodes),gopher,0,45686,1540.0
Constraint suite (seed 0; training episodes),gopher,0,46371,620.0
Constraint suite (seed 0; training episodes),gopher,0,47679,1380.0
Constraint suite (seed 0; training episodes),gopher,0,48557,680.0
Constraint suite (seed 0; training episodes),gopher,0,49404,420.0
Constraint suite (seed 0; training episodes),gopher,0,50313,480.0
Constraint suite (seed 0; training episodes),gopher,0,51920,1020.0
Constraint suite (seed 0; training episodes),gopher,0,53009,700.0
Constraint suite (seed 0; training episodes),gopher,0,53893,800.0
Constraint suite (seed 0; training episodes),gopher,0,54725,660.0
Constraint suite (seed 0; training episodes),gopher,0,55939,1140.0
Constraint suite (seed 0; training episodes),gopher,0,56979,480.0
Constraint suite (seed 0; training episodes),gopher,0,57695,380.0
Constraint suite (seed 0; training episodes),gopher,0,59267,1560.0
Constraint suite (seed 0; training episodes),gopher,0,60604,1160.0
Constraint suite (seed 0; training episodes),gopher,0,61862,1380.0
Constraint suite (seed 0; training episodes),gopher,0,62798,580.0
Constraint suite (seed 0; training episodes),gopher,0,64020,1120.0
Constraint suite (seed 0; training episodes),gopher,0,65358,1060.0
Constraint suite (seed 0; training episodes),gopher,0,67371,2360.0
Constraint suite (seed 0; training episodes),gopher,0,69321,2340.0
Constraint suite (seed 0; training episodes),gopher,0,70774,1140.0
Constraint suite (seed 0; training episodes),gopher,0,71895,580.0
Constraint suite (seed 0; training episodes),gopher,0,73723,2120.0
Constraint suite (seed 0; training episodes),gopher,0,75042,1480.0
Constraint suite (seed 0; training episodes),gopher,0,76191,1180.0
Constraint suite (seed 0; training episodes),gopher,0,77298,1240.0
Constraint suite (seed 0; training episodes),gopher,0,78106,820.0
Constraint suite (seed 0; training episodes),gopher,0,79663,1540.0
Constraint suite (seed 0; training episodes),gopher,0,81718,2940.0
Constraint suite (seed 0; training episodes),gopher,0,84094,3700.0
Constraint suite (seed 0; training episodes),gopher,0,85559,2220.0
Constraint suite (seed 0; training episodes),gopher,0,87736,3200.0
Constraint suite (seed 0; training episodes),gopher,0,89088,1340.0
Constraint suite (seed 0; training episodes),gopher,0,91088,2880.0
Constraint suite (seed 0; training episodes),gopher,0,92206,1380.0
Constraint suite (seed 0; training episodes),gopher,0,93193,620.0
Constraint suite (seed 0; training episodes),gopher,0,94904,2100.0
Constraint suite (seed 0; training episodes),gopher,0,96415,1880.0
Constraint suite (seed 0; training episodes),gopher,0,98014,1980.0
Constraint suite (seed 0; training episodes),gopher,0,99523,2180.0
Constraint suite (seed 0; training episodes),gopher,0,101520,3980.0
Constraint suite (seed 0; training episodes),gopher,0,103180,2300.0
Constraint suite (seed 0; training episodes),gopher,0,104777,1940.0
Constraint suite (seed 0; training episodes),gopher,0,106236,2400.0
Constraint suite (seed 0; training episodes),gopher,0,108312,2740.0
Constraint suite (seed 0; training episodes),hero,0,1474,0.0
Constraint suite (seed 0; training episodes),hero,0,1844,0.0
Constraint suite (seed 0; training episodes),hero,0,2159,75.0
Constraint suite (seed 0; training episodes),hero,0,2664,2475.0
Constraint suite (seed 0; training episodes),hero,0,2998,75.0
Constraint suite (seed 0; training episodes),hero,0,3335,0.0
Constraint suite (seed 0; training episodes),hero,0,3961,2360.0
Constraint suite (seed 0; training episodes),hero,0,5419,125.0
Constraint suite (seed 0; training episodes),hero,0,6673,1885.0
Constraint suite (seed 0; training episodes),hero,0,8406,0.0
Constraint suite (seed 0; training episodes),hero,0,8764,75.0
Constraint suite (seed 0; training episodes),hero,0,9165,75.0
Constraint suite (seed 0; training episodes),hero,0,11938,200.0
Constraint suite (seed 0; training episodes),hero,0,13880,1850.0
Constraint suite (seed 0; training episodes),hero,0,14832,2930.0
Constraint suite (seed 0; training episodes),hero,0,15674,2935.0
Constraint suite (seed 0; training episodes),hero,0,16135,2910.0
Constraint suite (seed 0; training episodes),hero,0,16555,2940.0
Constraint suite (seed 0; training episodes),hero,0,17237,2990.0
Constraint suite (seed 0; training episodes),hero,0,17781,2960.0
Constraint suite (seed 0; training episodes),hero,0,18201,2870.0
Constraint suite (seed 0; training episodes),hero,0,18789,2920.0
Constraint suite (seed 0; training episodes),hero,0,19239,2920.0
Constraint suite (seed 0; training episodes),hero,0,19691,3010.0
Constraint suite (seed 0; training episodes),hero,0,20099,3010.0
Constraint suite (seed 0; training episodes),hero,0,20513,3010.0
Constraint suite (seed 0; training episodes),hero,0,20951,3060.0
Constraint suite (seed 0; training episodes),hero,0,21367,3060.0
Constraint suite (seed 0; training episodes),hero,0,21817,2960.0
Constraint suite (seed 0; training episodes),hero,0,22254,75.0
Constraint suite (seed 0; training episodes),hero,0,22727,3060.0
Constraint suite (seed 0; training episodes),hero,0,23167,3040.0
Constraint suite (seed 0; training episodes),hero,0,23564,3010.0
Constraint suite (seed 0; training episodes),hero,0,24028,3010.0
Constraint suite (seed 0; training episodes),hero,0,24538,3060.0
Constraint suite (seed 0; training episodes),hero,0,25040,3010.0
Constraint suite (seed 0; training episodes),hero,0,25540,3095.0
Constraint suite (seed 0; training episodes),hero,0,26175,2935.0
Constraint suite (seed 0; training episodes),hero,0,26748,3115.0
Constraint suite (seed 0; training episodes),hero,0,27182,3010.0
Constraint suite (seed 0; training episodes),hero,0,27775,2935.0
Constraint suite (seed 0; training episodes),hero,0,28260,3135.0
Constraint suite (seed 0; training episodes),hero,0,28706,3085.0
Constraint suite (seed 0; training episodes),hero,0,29114,3010.0
Constraint suite (seed 0; training episodes),hero,0,29576,3135.0
Constraint suite (seed 0; training episodes),hero,0,30060,3135.0
Constraint suite (seed 0; training episodes),hero,0,30571,3010.0
Constraint suite (seed 0; training episodes),hero,0,31031,3135.0
Constraint suite (seed 0; training episodes),hero,0,31558,3185.0
Constraint suite (seed 0; training episodes),hero,0,31981,3060.0
Constraint suite (seed 0; training episodes),hero,0,32442,3115.0
Constraint suite (seed 0; training episodes),hero,0,32853,3060.0
Constraint suite (seed 0; training episodes),hero,0,33312,3135.0
Constraint suite (seed 0; training episodes),hero,0,34319,3060.0
Constraint suite (seed 0; training episodes),hero,0,34783,3135.0
Constraint suite (seed 0; training episodes),hero,0,35222,3135.0
Constraint suite (seed 0; training episodes),hero,0,35695,3075.0
Constraint suite (seed 0; training episodes),hero,0,36107,3060.0
Constraint suite (seed 0; training episodes),hero,0,36543,3135.0
Constraint suite (seed 0; training episodes),hero,0,36986,3135.0
Constraint suite (seed 0; training episodes),hero,0,37392,3135.0
Constraint suite (seed 0; training episodes),hero,0,38042,3060.0
Constraint suite (seed 0; training episodes),hero,0,38444,3135.0
Constraint suite (seed 0; training episodes),hero,0,38882,3135.0
Constraint suite (seed 0; training episodes),hero,0,39306,3135.0
Constraint suite (seed 0; training episodes),hero,0,39717,3060.0
Constraint suite (seed 0; training episodes),hero,0,40239,3185.0
Constraint suite (seed 0; training episodes),hero,0,40645,3010.0
Constraint suite (seed 0; training episodes),hero,0,41012,2990.0
Constraint suite (seed 0; training episodes),hero,0,41382,3010.0
Constraint suite (seed 0; training episodes),hero,0,41787,3135.0
Constraint suite (seed 0; training episodes),hero,0,42176,3010.0
Constraint suite (seed 0; training episodes),hero,0,42615,3135.0
Constraint suite (seed 0; training episodes),hero,0,43081,3135.0
Constraint suite (seed 0; training episodes),hero,0,43575,3135.0
Constraint suite (seed 0; training episodes),hero,0,45183,4730.0
Constraint suite (seed 0; training episodes),hero,0,45709,3010.0
Constraint suite (seed 0; training episodes),hero,0,46131,3135.0
Constraint suite (seed 0; training episodes),hero,0,46570,3115.0
Constraint suite (seed 0; training episodes),hero,0,47809,5570.0
Constraint suite (seed 0; training episodes),hero,0,48868,6050.0
Constraint suite (seed 0; training episodes),hero,0,49298,3115.0
Constraint suite (seed 0; training episodes),hero,0,49930,3060.0
Constraint suite (seed 0; training episodes),hero,0,50333,3135.0
Constraint suite (seed 0; training episodes),hero,0,50875,3115.0
Constraint suite (seed 0; training episodes),hero,0,51305,3185.0
Constraint suite (seed 0; training episodes),hero,0,51775,3135.0
Constraint suite (seed 0; training episodes),hero,0,53254,3060.0
Constraint suite (seed 0; training episodes),hero,0,53629,3065.0
Constraint suite (seed 0; training episodes),hero,0,54045,3135.0
Constraint suite (seed 0; training episodes),hero,0,54512,3185.0
Constraint suite (seed 0; training episodes),hero,0,54927,3185.0
Constraint suite (seed 0; training episodes),hero,0,55309,3135.0
Constraint suite (seed 0; training episodes),hero,0,55693,3135.0
Constraint suite (seed 0; training episodes),hero,0,56113,3135.0
Constraint suite (seed 0; training episodes),hero,0,56601,3095.0
Constraint suite (seed 0; training episodes),hero,0,57483,3090.0
Constraint suite (seed 0; training episodes),hero,0,57916,3135.0
Constraint suite (seed 0; training episodes),hero,0,58413,3185.0
Constraint suite (seed 0; training episodes),hero,0,58803,3135.0
Constraint suite (seed 0; training episodes),hero,0,59228,3135.0
Constraint suite (seed 0; training episodes),hero,0,59653,3135.0
Constraint suite (seed 0; training episodes),hero,0,60099,3135.0
Constraint suite (seed 0; training episodes),hero,0,60527,3135.0
Constraint suite (seed 0; training episodes),hero,0,60963,3135.0
Constraint suite (seed 0; training episodes),hero,0,62232,5310.0
Constraint suite (seed 0; training episodes),hero,0,62629,3135.0
Constraint suite (seed 0; training episodes),hero,0,63062,3185.0
Constraint suite (seed 0; training episodes),hero,0,64665,3135.0
Constraint suite (seed 0; training episodes),hero,0,67201,2990.0
Constraint suite (seed 0; training episodes),hero,0,67733,3135.0
Constraint suite (seed 0; training episodes),hero,0,69061,3010.0
Constraint suite (seed 0; training episodes),hero,0,69548,3010.0
Constraint suite (seed 0; training episodes),hero,0,70307,3075.0
Constraint suite (seed 0; training episodes),hero,0,70816,2970.0
Constraint suite (seed 0; training episodes),hero,0,71480,3135.0
Constraint suite (seed 0; training episodes),hero,0,72879,3135.0
Constraint suite (seed 0; training episodes),hero,0,74450,3135.0
Constraint suite (seed 0; training episodes),hero,0,74846,3135.0
Constraint suite (seed 0; training episodes),hero,0,75546,3095.0
Constraint suite (seed 0; training episodes),hero,0,76091,7480.0
Constraint suite (seed 0; training episodes),hero,0,76686,7270.0
Constraint suite (seed 0; training episodes),hero,0,78480,7520.0
Constraint suite (seed 0; training episodes),hero,0,79616,7400.0
Constraint suite (seed 0; training episodes),hero,0,81028,7520.0
Constraint suite (seed 0; training episodes),hero,0,81605,7520.0
Constraint suite (seed 0; training episodes),hero,0,81972,3085.0
Constraint suite (seed 0; training episodes),hero,0,82544,7560.0
Constraint suite (seed 0; training episodes),hero,0,83060,7560.0
Constraint suite (seed 0; training episodes),hero,0,84296,7520.0
Constraint suite (seed 0; training episodes),hero,0,84833,7520.0
Constraint suite (seed 0; training episodes),hero,0,85358,7470.0
Constraint suite (seed 0; training episodes),hero,0,85964,7620.0
Constraint suite (seed 0; training episodes),hero,0,86522,7520.0
Constraint suite (seed 0; training episodes),hero,0,87212,7540.0
Constraint suite (seed 0; training episodes),hero,0,87868,7580.0
Constraint suite (seed 0; training episodes),hero,0,88414,7520.0
Constraint suite (seed 0; training episodes),hero,0,89129,7640.0
Constraint suite (seed 0; training episodes),hero,0,89712,7600.0
Constraint suite (seed 0; training episodes),hero,0,90499,7220.0
Constraint suite (seed 0; training episodes),hero,0,91143,7420.0
Constraint suite (seed 0; training episodes),hero,0,91750,7540.0
Constraint suite (seed 0; training episodes),hero,0,92334,7520.0
Constraint suite (seed 0; training episodes),hero,0,93017,7500.0
Constraint suite (seed 0; training episodes),hero,0,93660,7540.0
Constraint suite (seed 0; training episodes),hero,0,94254,7590.0
Constraint suite (seed 0; training episodes),hero,0,94929,7540.0
Constraint suite (seed 0; training episodes),hero,0,95530,7540.0
Constraint suite (seed 0; training episodes),hero,0,96126,7540.0
Constraint suite (seed 0; training episodes),hero,0,96779,7560.0
Constraint suite (seed 0; training episodes),hero,0,97381,7590.0
Constraint suite (seed 0; training episodes),hero,0,98000,7540.0
Constraint suite (seed 0; training episodes),hero,0,98637,7465.0
Constraint suite (seed 0; training episodes),hero,0,99256,7540.0
Constraint suite (seed 0; training episodes),hero,0,101055,7540.0
Constraint suite (seed 0; training episodes),hero,0,102361,7500.0
Constraint suite (seed 0; training episodes),hero,0,104070,7500.0
Constraint suite (seed 0; training episodes),hero,0,104796,7590.0
Constraint suite (seed 0; training episodes),hero,0,105639,7660.0
Constraint suite (seed 0; training episodes),hero,0,106530,7425.0
Constraint suite (seed 0; training episodes),hero,0,107486,7500.0
Constraint suite (seed 0; training episodes),hero,0,108192,7450.0
Constraint suite (seed 0; training episodes),hero,0,108850,7500.0
Constraint suite (seed 0; training episodes),hero,0,109469,7520.0
Constraint suite (seed 0; training episodes),jamesbond,0,472,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,1093,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,1617,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,2090,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,2620,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,3121,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,3589,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,4066,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,4548,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,5017,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,5490,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,5955,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,6426,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,7033,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,7496,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,8107,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,8584,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,9123,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,9522,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,9990,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,10486,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,11138,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,11612,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,12080,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,12629,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,13223,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,13756,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,14361,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,14917,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,15480,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,16092,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,16631,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,17243,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,17856,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,18463,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,19016,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,19569,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,20130,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,20748,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,21275,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,21855,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,22343,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,22871,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,23400,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,23891,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,24384,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,24830,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,25222,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,25578,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,25930,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,26357,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,26715,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,27072,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,27427,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,27777,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,28129,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,28488,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,28861,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,29290,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,29844,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,30296,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,30680,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,31039,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,31388,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,31744,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,32167,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,32591,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,32929,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,33340,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,33762,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,34165,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,34578,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,34928,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,35321,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,35841,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,36325,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,36831,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,37357,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,37819,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,38333,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,38978,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,39493,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,40190,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,40744,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,41370,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,42135,200.0
Constraint suite (seed 0; training episodes),jamesbond,0,42666,100.0
Constraint suite (seed 0; training episodes),jamesbond,0,43216,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,43739,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,44216,0.0
Constraint suite (seed 0; training episodes),jamesbond,0,44802,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,45329,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,45835,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,46444,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,47034,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,47534,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,48100,200.0
Constraint suite (seed 0; training episodes),jamesbond,0,48725,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,49600,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,50128,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,50691,50.0
Constraint suite (seed 0; training episodes),jamesbond,0,51282,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,51983,150.0
Constraint suite (seed 0; training episodes),jamesbond,0,52542,100.0
